dist_code,year,state_code,state_name,dist_name,rice_area_(1000_ha),rice_production_(1000_tons),rice_yield_(kg_per_ha),rice_harvest_price_(rs_per_quintal)
157,2010,10,Rajasthan,Kota,22.2,62.06,2795.5,1776.0
157,2011,10,Rajasthan,Kota,16.72,38.41,2297.25,1405.0
157,2012,10,Rajasthan,Kota,12.3,33.1,2691.06,2024.0
157,2013,10,Rajasthan,Kota,17.18,40.85,2377.76,2250.0
157,2014,10,Rajasthan,Kota,33.61,93.7,2787.86,2066.0
157,2015,10,Rajasthan,Kota,36.14,93.68,2592.14,2382.0
157,2016,10,Rajasthan,Kota,41.19,111.89,2716.4,2304.0
160,2009,10,Rajasthan,Swami Madhopur,1.15,1.24,1078.26,2584.0
160,2010,10,Rajasthan,Swami Madhopur,2.48,3.55,1431.45,1633.0
160,2011,10,Rajasthan,Swami Madhopur,2.09,2.95,1411.48,2750.0
160,2012,10,Rajasthan,Swami Madhopur,2.21,3.31,1497.74,2734.0
160,2013,10,Rajasthan,Swami Madhopur,2.37,3.6,1518.99,3470.0
160,2014,10,Rajasthan,Swami Madhopur,2.87,4.46,1554.01,3480.0
160,2015,10,Rajasthan,Swami Madhopur,3.91,6.69,1711.0,3490.0
160,2016,10,Rajasthan,Swami Madhopur,3.5,6.51,1859.1,3963.0
162,2007,10,Rajasthan,Sirohi,0.0,0.01,0.0,1615.0
162,2008,10,Rajasthan,Sirohi,0.0,0.01,0.0,2640.0
164,2007,10,Rajasthan,Udaipur,5.92,4.59,775.34,1192.0
164,2008,10,Rajasthan,Udaipur,4.32,3.14,727.23,1496.0
164,2009,10,Rajasthan,Udaipur,4.83,3.47,718.15,1518.0
164,2010,10,Rajasthan,Udaipur,5.42,6.35,1172.07,1623.0
164,2011,10,Rajasthan,Udaipur,5.9,6.55,1110.24,1880.0
164,2012,10,Rajasthan,Udaipur,5.14,5.64,1097.17,2017.0
164,2013,10,Rajasthan,Udaipur,5.29,6.49,1226.4,2198.0
164,2014,10,Rajasthan,Udaipur,5.27,6.1,1158.6,2050.0
164,2015,10,Rajasthan,Udaipur,5.18,5.3,1023.02,2053.0
164,2016,10,Rajasthan,Udaipur,5.17,6.19,1197.52,1965.0
165,2016,9,Punjab,Gurdaspur,203.0,634.0,3123.15,1510.0
166,2016,9,Punjab,Amritsar,366.0,1188.0,3245.9,1510.0
167,2016,9,Punjab,Kapurthala,118.0,483.0,4093.22,1510.0
168,2016,9,Punjab,Jalandhar,206.6,857.6,4151.02,1510.0
169,2016,9,Punjab,Hoshiarpur,97.4,388.4,3987.68,1510.0
170,2016,9,Punjab,Roopnagar / Ropar,53.5,228.0,4261.68,1510.0
171,2016,9,Punjab,Ludhiana,271.9,1307.75,4809.67,1510.0
172,2016,9,Punjab,Ferozpur,642.84,2649.42,4121.43,1510.0
174,2016,9,Punjab,Bhatinda,376.16,1646.58,4377.34,1510.0
175,2016,9,Punjab,Sangrur,396.88,1903.4,4795.91,1510.0
176,2016,9,Punjab,Patiala,313.72,1351.85,4309.1,1510.0
177,2007,4,Haryana,Hissar,169.51,634.4,3742.6,1710.0
177,2008,4,Haryana,Hissar,198.85,698.95,3514.93,1800.0
177,2009,4,Haryana,Hissar,199.49,620.24,3109.13,1750.0
180,2007,4,Haryana,Gurgaon,40.3,126.0,3126.55,2000.0
180,2008,4,Haryana,Gurgaon,46.1,120.0,2603.04,2100.0
181,2007,4,Haryana,Jind,122.68,341.34,2782.41,1600.0
181,2008,4,Haryana,Jind,135.03,320.38,2372.59,2180.0
181,2009,4,Haryana,Jind,136.79,379.16,2771.76,3050.0
181,2010,4,Haryana,Jind,142.47,362.48,2544.33,2075.0
181,2012,4,Haryana,Jind,143.25,410.16,2863.19,2450.0
181,2013,4,Haryana,Jind,148.44,417.6,2813.26,2800.0
181,2014,4,Haryana,Jind,151.98,423.6,2787.21,2800.0
181,2015,4,Haryana,Jind,158.14,401.2,2536.96,2800.0
181,2016,4,Haryana,Jind,164.16,448.36,2731.24,2800.0
182,2007,4,Haryana,Mahendragarh / Narnaul,4.99,14.21,2848.84,1700.0
182,2008,4,Haryana,Mahendragarh / Narnaul,7.89,17.4,2205.88,1800.0
182,2009,4,Haryana,Mahendragarh / Narnaul,7.34,17.11,2332.02,2100.0
183,2007,4,Haryana,Ambala,141.6,524.0,3700.57,1375.0
183,2008,4,Haryana,Ambala,161.5,512.0,3170.28,2500.0
183,2009,4,Haryana,Ambala,164.2,596.0,3629.72,3000.0
183,2016,4,Haryana,Ambala,167.3,645.0,3855.35,3250.0
184,2007,4,Haryana,Karnal,480.02,1678.66,3497.05,1500.0
184,2008,4,Haryana,Karnal,496.47,1362.62,2744.64,1500.0
184,2009,4,Haryana,Karnal,496.31,1557.84,3138.87,1950.0
184,2010,4,Haryana,Karnal,499.53,1375.52,2753.61,2150.0
184,2011,4,Haryana,Karnal,492.5,1539.02,3124.93,1350.0
184,2012,4,Haryana,Karnal,489.8,1678.84,3427.62,2350.0
184,2013,4,Haryana,Karnal,484.56,1677.4,3461.7,2925.0
184,2014,4,Haryana,Karnal,489.02,1575.4,3221.55,3300.0
186,2007,4,Haryana,Rohtak,113.4,287.39,2534.21,1660.0
186,2008,4,Haryana,Rohtak,165.36,267.65,1618.59,1680.0
186,2009,4,Haryana,Rohtak,151.57,316.65,2089.09,1700.0
186,2010,4,Haryana,Rohtak,164.35,324.04,1971.63,1850.0
186,2011,4,Haryana,Rohtak,165.43,381.17,2304.13,1650.0
186,2012,4,Haryana,Rohtak,148.18,324.91,2192.65,2610.0
186,2013,4,Haryana,Rohtak,174.26,406.91,2335.07,2850.0
186,2014,4,Haryana,Rohtak,164.26,398.78,2427.74,3000.0
186,2015,4,Haryana,Rohtak,188.46,471.78,2503.34,3000.0
186,2016,4,Haryana,Rohtak,192.71,439.52,2280.71,3000.0
602,2015,17,Assam,Darrang,335.64,727.47,2167.41,4075.0
635,2010,18,Himachal Pradesh,Shimla,1.2,1.1,916.67,3712.0
635,2011,18,Himachal Pradesh,Shimla,1.19,1.09,915.97,3650.0
635,2012,18,Himachal Pradesh,Shimla,1.2,1.11,925.0,2911.0
635,2013,18,Himachal Pradesh,Shimla,1.16,1.07,922.41,4750.0
803,2008,13,West Bengal,Nadia,277.2,799.5,2884.2,1337.0
803,2009,13,West Bengal,Nadia,238.8,664.9,2784.34,1634.0
803,2010,13,West Bengal,Nadia,235.74,650.47,2759.27,1774.0
803,2011,13,West Bengal,Nadia,252.14,744.49,2952.68,1836.0
803,2012,13,West Bengal,Nadia,232.86,668.3,2869.96,2103.0
804,2008,13,West Bengal,Murshidabad,399.5,1123.7,2812.77,1338.0
804,2009,13,West Bengal,Murshidabad,373.1,1040.4,2788.53,1579.0
804,2010,13,West Bengal,Murshidabad,304.18,861.73,2832.96,1782.0
804,2011,13,West Bengal,Murshidabad,351.02,957.31,2727.22,1666.0
804,2012,13,West Bengal,Murshidabad,352.39,973.7,2763.13,2031.0
805,2008,13,West Bengal,Burdwan,666.5,1876.2,2815.0,1435.0
805,2009,13,West Bengal,Burdwan,672.5,2051.2,3050.11,1512.0
805,2010,13,West Bengal,Burdwan,562.86,1665.94,2959.78,1679.0
805,2011,13,West Bengal,Burdwan,592.8,1749.32,2950.94,1759.0
805,2012,13,West Bengal,Burdwan,593.42,1922.46,3239.63,2176.0
806,2008,13,West Bengal,Birbhum,393.9,1212.4,3077.94,1362.0
806,2009,13,West Bengal,Birbhum,357.6,960.5,2685.96,1576.0
806,2010,13,West Bengal,Birbhum,249.03,747.95,3003.45,1817.0
806,2011,13,West Bengal,Birbhum,386.88,1126.8,2912.53,1907.0
806,2012,13,West Bengal,Birbhum,372.09,1084.23,2913.89,2038.0
807,2008,13,West Bengal,Bankura,371.1,1025.8,2764.21,1296.0
807,2009,13,West Bengal,Bankura,377.3,1004.9,2663.4,1572.0
807,2010,13,West Bengal,Bankura,198.02,507.49,2562.82,1645.0
807,2011,13,West Bengal,Bankura,376.99,1119.51,2969.6,1519.0
807,2012,13,West Bengal,Bankura,376.29,1033.74,2747.19,1661.0
810,2008,13,West Bengal,Hooghly,305.7,876.3,2866.54,1304.0
810,2009,13,West Bengal,Hooghly,299.9,861.3,2871.96,1742.0
810,2010,13,West Bengal,Hooghly,292.37,904.16,3092.52,1782.0
810,2011,13,West Bengal,Hooghly,277.2,806.84,2910.68,1750.0
810,2012,13,West Bengal,Hooghly,273.45,793.04,2900.13,1816.0
811,2008,13,West Bengal,Howrah,115.3,207.0,1795.32,1308.0
811,2009,13,West Bengal,Howrah,114.0,191.2,1677.19,1864.0
811,2010,13,West Bengal,Howrah,115.47,304.76,2639.3,1978.0
811,2011,13,West Bengal,Howrah,107.05,225.33,2104.9,2078.0
811,2012,13,West Bengal,Howrah,111.21,286.83,2579.17,2530.0
812,2008,13,West Bengal,Jalpaiguri,235.5,391.2,1661.15,1397.0
812,2009,13,West Bengal,Jalpaiguri,227.5,435.3,1913.41,1568.0
812,2010,13,West Bengal,Jalpaiguri,224.11,493.74,2203.11,1839.0
812,2011,13,West Bengal,Jalpaiguri,224.62,469.65,2090.86,1764.0
812,2012,13,West Bengal,Jalpaiguri,228.12,492.88,2160.62,2189.0
813,2008,13,West Bengal,Darjeeling,32.5,68.7,2113.85,1304.0
813,2009,13,West Bengal,Darjeeling,32.3,75.4,2334.37,1441.0
813,2010,13,West Bengal,Darjeeling,32.26,77.8,2411.66,1750.0
813,2011,13,West Bengal,Darjeeling,32.29,75.84,2348.71,1347.0
813,2012,13,West Bengal,Darjeeling,32.42,67.56,2083.9,1587.0
814,2008,13,West Bengal,Malda,221.7,656.8,2962.56,1348.0
814,2009,13,West Bengal,Malda,216.8,614.5,2834.41,1605.0
814,2010,13,West Bengal,Malda,200.76,630.48,3140.47,1919.0
814,2011,13,West Bengal,Malda,204.93,611.97,2986.24,1993.0
814,2012,13,West Bengal,Malda,207.59,644.57,3105.01,2261.0
816,2008,13,West Bengal,Cooch Behar,309.8,500.4,1615.24,1233.0
816,2009,13,West Bengal,Cooch Behar,274.0,561.0,2047.45,1546.0
816,2010,13,West Bengal,Cooch Behar,275.29,656.87,2386.1,1687.0
816,2011,13,West Bengal,Cooch Behar,273.28,600.69,2198.08,1634.0
816,2012,13,West Bengal,Cooch Behar,277.81,670.26,2412.66,1866.0
817,2008,13,West Bengal,Purulia,301.0,744.2,2472.43,1220.0
817,2009,13,West Bengal,Purulia,265.7,598.8,2253.67,1539.0
817,2010,13,West Bengal,Purulia,152.9,261.75,1711.9,1850.0
817,2011,13,West Bengal,Purulia,270.59,732.35,2706.49,1755.0
817,2012,13,West Bengal,Purulia,289.14,730.73,2527.25,1819.0
